n	k	truth	candidate	T	N	depth	polarity	gates	cubes
5	0	b6c	170068	17	21	3	0	602,25,529	31:14,18:2
5	0	b6c	170126	17	21	3	0	602,529,25	31:14,18:2
5	0	b6c	170176	17	21	3	0	602,531,25	31:14,18:2
5	0	b6c	170459	17	21	3	1	602,25,529	31:15,18:2
5	0	b6c	170517	17	21	3	1	602,529,25	31:15,18:2
5	0	b6c	170567	17	21	3	1	602,531,25	31:15,18:2
5	0	b6c	171035	17	21	4	0	602,25,529,8	31:15,18:2
5	0	b6c	171039	17	21	4	0	602,25,529,16	31:15,18:2
5	0	1480	172706	16	22	3	0	1,3,10	31:15,28:12
5	0	1480	172908	16	22	3	0	2,3,17	31:15,26:10
5	0	1480	172710	16	24	3	0	1,3,17	31:11,26:10
5	0	1480	172776	16	24	3	0	1,24,10	31:7,21:5
5	0	1480	172904	16	24	3	0	2,3,10	31:13,28:12
5	0	1480	172978	16	24	3	0	2,24,17	31:7,19:3
5	0	1480	173100	16	24	3	0	3,8,2	31:13,28:12
5	0	1480	173150	16	24	3	0	3,10,2	31:13,28:12
5	0	1ec8	175214	17	25	3	0	522,2,665	31:2,18:2
5	0	1ec8	175362	17	25	3	1	522,2,665	31:3,18:2
5	0	1ec8	175512	17	25	3	4	522,2,665	31:6,18:2
5	0	1ec8	175660	17	25	3	5	522,2,665	31:7,18:2
5	0	1ec8	175810	17	25	3	8	522,2,665	31:10,18:2
5	0	1ec8	175958	17	25	3	9	522,2,665	31:11,18:2
5	0	1ec8	176108	17	25	3	12	522,2,665	31:14,18:2
5	0	1ec8	176256	17	25	3	13	522,2,665	31:15,18:2
5	0	80f0c0f	177931	16	25	0	6		14:14,4:4,31:28
5	0	80f0c0f	177932	16	25	0	7		14:14,4:4,31:29
5	0	80f0c0f	177955	16	25	1	4	25	14:14,4:4,31:28
5	0	80f0c0f	178005	16	25	1	5	25	14:14,4:4,31:29
5	0	80f0c0f	178046	16	25	1	6	8	14:14,4:4,31:29
5	0	80f0c0f	178054	16	25	1	6	24	14:14,4:4,31:29
5	0	80f0c0f	178058	16	25	1	6	32	14:14,4:4,31:29
5	0	80f0c0f	178170	16	25	2	4	8,25	14:14,4:4,31:29
5	0	20802001	179115	6	20	6	6	25,1,2,24,736,4	22:6
5	0	20802001	179353	6	20	6	6	25,1,2,736,3,28	22:6
5	0	20802001	179403	6	20	6	6	25,1,2,736,4,28	22:6
5	0	20802001	179457	6	20	6	6	25,1,2,736,24,4	22:6
5	0	20802001	179511	6	20	6	6	25,1,2,736,28,4	22:6
5	0	20802001	180007	6	20	6	6	25,17,2,24,736,4	22:6
5	0	20802001	180175	6	20	6	6	25,17,2,736,3,28	22:6
5	0	20802001	180225	6	20	6	6	25,17,2,736,4,28	22:6
5	0	30003000	183704	4	6	0	2		14:14
5	0	30003000	183724	4	6	1	0	17	14:14
5	0	30003000	183728	4	6	1	0	25	14:14
5	0	30003000	183705	4	8	0	3		14:14
5	0	30003000	183711	4	8	0	18		14:14
5	0	30003000	183774	4	8	1	1	17	14:14
5	0	30003000	183778	4	8	1	1	25	14:14
5	0	30003000	183818	4	8	1	2	4	14:14
5	0	44000000	184470	8	10	0	0		27:26
5	0	44000000	184471	8	10	0	1		27:27
5	0	44000000	184492	8	10	1	0	8	27:27
5	0	44000000	184500	8	10	1	0	24	27:27
5	0	44000000	184504	8	10	1	0	32	27:27
5	0	44000000	184474	8	12	0	4		27:26
5	0	44000000	184475	8	12	0	5		27:27
5	0	44000000	184482	8	12	0	16		27:10
5	0	47000300	185094	10	16	2	6	8,546	14:14,25:25
5	0	47000300	185158	10	16	2	6	24,546	14:14,25:25
5	0	47000300	185214	10	16	2	6	32,546	14:14,25:25
5	0	47000300	185264	10	16	2	6	546,8	14:14,25:25
5	0	47000300	185414	10	18	2	7	34,546	14:14,25:25
5	0	47000300	185474	10	18	2	7	546,34	14:14,25:25
5	0	47000300	185588	10	18	2	22	8,546	14:14,25:9
5	0	47000300	185645	10	18	2	22	24,546	14:14,25:9
5	0	80f0c0f0	186881	16	23	0	2		14:14,4:4,31:28
5	0	80f0c0f0	186882	16	23	0	3		14:14,4:4,31:29
5	0	80f0c0f0	186898	16	23	1	0	17	14:14,4:4,31:28
5	0	80f0c0f0	186902	16	23	1	0	25	14:14,4:4,31:28
5	0	80f0c0f0	186948	16	23	1	1	17	14:14,4:4,31:29
5	0	80f0c0f0	186952	16	23	1	1	25	14:14,4:4,31:29
5	0	80f0c0f0	186993	16	23	1	2	8	14:14,4:4,31:29
5	0	80f0c0f0	186997	16	23	1	2	16	14:14,4:4,31:29
5	0	b4d22911	187762	17	33	5	0	2,1,24,32,19	8:8,3:3,1:1,0:0,2:2,31:11,28:12
5	0	b4d22911	188015	17	35	5	1	2,1,24,32,19	8:8,1:1,3:3,31:10,28:12
5	0	b4d22911	188261	17	35	5	2	2,1,24,32,19	3:3,8:8,2:2,31:9,28:12
5	0	b4d22911	188514	17	35	5	16	2,1,24,32,19	8:8,3:3,1:1,0:0,2:2,31:27,28:28
5	0	b4d22911	188875	17	35	6	0	2,1,24,26,32,19	4:4,3:3,1:1,0:0,2:2,31:7,28:12
5	0	b4d22911	189007	17	35	6	0	2,1,24,32,19,28	8:8,3:3,1:1,0:0,2:2,31:27,28:28
5	0	b4d22911	189010	17	35	6	0	2,1,24,32,19,34	8:8,3:3,1:1,0:0,2:2,31:11,28:12
5	0	b4d22911	189011	17	35	6	0	2,1,24,32,19,35	3:3,1:1,8:8,2:2,31:11,28:12,16:0
5	0	ec80c800	192335	17	33	4	5	16,20,26,10	10:10,31:5,21:5
5	0	ec80c800	192495	17	33	4	5	32,20,26,10	10:10,31:5,21:5
5	0	ec80c800	192678	17	33	4	7	2,4,25,8	10:10,31:7,21:5
5	0	ec80c800	192899	17	33	4	7	25,8,12,10	10:10,31:7,21:5
5	0	ec80c800	192952	17	33	4	7	25,8,20,10	10:10,31:7,21:5
5	0	ec80c800	193053	17	33	4	7	25,16,12,10	10:10,31:7,21:5
5	0	ec80c800	193106	17	33	4	7	25,16,20,10	10:10,31:7,21:5
5	0	ec80c800	193215	17	33	4	7	25,32,12,10	10:10,31:7,21:5
5	0	ecc88000	195722	17	33	4	13	16,26,12,35	13:13,31:13,18:2
5	0	ecc88000	195974	17	33	4	13	24,26,12,35	13:13,31:13,18:2
5	0	ecc88000	195672	17	34	4	13	16,26,11,35	13:13,2:2,31:13,18:2
5	0	ecc88000	195924	17	34	4	13	24,26,11,35	13:13,2:2,31:13,18:2
5	0	ecc88000	196243	17	34	4	15	2,33,8,11	13:13,2:2,31:15,18:2
5	0	ecc88000	196300	17	34	4	15	2,33,24,11	13:13,2:2,31:15,18:2
5	0	ecc88000	196503	17	34	4	15	16,26,12,35	13:13,31:15,16:0,18:2
5	0	ecc88000	196662	17	34	4	15	24,26,12,35	13:13,31:15,16:0,18:2
5	0	fce8c080	199532	17	32	3	15	10,33,20	6:6,31:15,25:9,16:0
5	0	fce8c080	199638	17	32	3	15	12,34,17	13:13,4:4,31:15,18:2
5	0	fce8c080	199739	17	32	3	15	17,12,34	6:6,31:15,25:9,16:0
5	0	fce8c080	199843	17	32	3	15	20,33,10	11:11,2:2,31:15,20:4
5	0	fce8c080	198928	17	33	3	11	10,33,20	2:2,6:6,31:11,25:9,16:0
5	0	fce8c080	199034	17	33	3	11	17,12,34	2:2,6:6,31:11,25:9,16:0
5	0	fce8c080	199136	17	33	3	11	20,33,10	11:11,2:2,31:11,16:0,20:4
5	0	fce8c080	199361	17	33	3	13	10,33,20	4:4,6:6,31:13,25:9,16:0
5	0	fec8c800	202210	17	32	3	15	33,28,11	13:13,8:8,31:15,18:2
5	0	fec8c800	202318	17	32	3	15	35,12,25	7:7,2:2,31:15,24:8
5	0	fec8c800	202372	17	32	3	15	35,25,12	7:7,2:2,31:15,24:8
5	0	fec8c800	201749	17	33	3	7	35,12,25	7:7,2:2,31:7,16:0,24:8
5	0	fec8c800	201803	17	33	3	7	35,25,12	7:7,2:2,31:7,16:0,24:8
5	0	fec8c800	202021	17	33	3	13	33,28,11	13:13,8:8,31:13,16:0,18:2
5	0	fec8c800	202643	17	34	3	31	33,28,11	13:13,8:8,31:31,18:18
5	0	fec8c800	202743	17	34	3	31	35,12,25	7:7,2:2,31:31,24:24
5	0	fefce8c0	204804	17	29	3	6	10,33,20	0:0,6:6,31:31,25:25,16:16
5	0	fefce8c0	205279	17	29	4	2	10,33,34,20	13:13,0:0,4:4,31:15,18:2
5	0	fefce8c0	205369	17	29	4	2	10,34,17,20	13:13,0:0,4:4,31:15,18:2
5	0	fefce8c0	205426	17	29	4	2	10,34,33,20	13:13,0:0,4:4,31:15,18:2
5	0	fefce8c0	205680	17	29	4	2	34,10,17,20	13:13,0:0,4:4,31:15,18:2
5	0	fefce8c0	205737	17	29	4	2	34,10,33,20	13:13,0:0,4:4,31:15,18:2
5	0	fefce8c0	204498	17	30	3	0	10,33,20	4:4,2:2,6:6,31:25,25:25,16:16
5	0	fefce8c0	204647	17	30	3	2	10,33,20	0:0,2:2,6:6,31:27,25:25,16:16
5	0	ffecec80	207840	17	27	3	2	33,11,28	13:13,0:0,8:8,31:15,18:2
5	0	ffecec80	207993	17	27	3	8	28,33,11	7:7,0:0,2:2,31:15,24:8
5	0	ffecec80	207555	17	28	3	0	28,33,11	7:7,0:0,2:2,31:7,16:0,24:8
5	0	ffecec80	207654	17	28	3	0	33,11,28	13:13,0:0,8:8,31:13,16:0,18:2
5	0	ffecec80	208148	17	29	3	18	33,11,28	13:13,0:0,8:8,31:31,18:18
5	0	ffecec80	208298	17	29	3	24	28,33,11	7:7,0:0,2:2,31:31,24:24
5	0	ffecec80	208903	17	29	4	2	33,11,12,28	13:13,0:0,8:8,31:15,18:2
5	0	ffecec80	208959	17	29	4	2	33,11,28,12	13:13,0:0,8:8,31:15,18:2
5	0	ffecfec8	210451	17	29	4	0	11,4,26,24	8:8,2:2,10:10,31:7,21:5
5	0	ffecfec8	210558	17	29	4	0	11,20,26,24	8:8,2:2,10:10,31:7,21:5
5	0	ffecfec8	210661	17	29	4	0	11,28,26,24	8:8,2:2,10:10,31:23,21:21
5	0	ffecfec8	210954	17	29	4	8	11,4,26,24	10:10,0:0,8:8,31:15,21:5
5	0	ffecfec8	211060	17	29	4	8	11,20,26,24	10:10,0:0,8:8,31:15,21:5
5	0	ffecfec8	211162	17	29	4	8	11,28,26,24	10:10,0:0,8:8,31:31,21:21
5	0	ffecfec8	211513	17	29	5	0	11,4,26,24,11	8:8,2:2,10:10,31:15,21:5
5	0	ffecfec8	211787	17	29	5	0	11,20,26,24,11	8:8,2:2,10:10,31:15,21:5
5	0	fffeecc8	213905	17	29	5	0	32,12,8,34,35	13:13,0:0,31:15,16:0,18:2
5	0	fffeecc8	214408	17	31	5	16	32,12,8,34,35	13:13,0:0,31:31,16:16,18:18
5	0	fffeecc8	214773	17	31	6	0	32,12,1,8,34,35	14:14,0:0,31:15,16:0,17:1
5	0	fffeecc8	215003	17	31	6	0	32,12,8,33,34,35	13:13,0:0,31:15,16:0,18:2
5	0	fffeecc8	215137	17	31	6	0	32,12,8,34,33,35	13:13,0:0,31:15,16:0,18:2
5	0	fffeecc8	215178	17	31	6	0	32,12,8,34,35,12	13:13,2:2,31:31,16:16,18:18
5	0	fffeecc8	215188	17	31	6	0	32,12,8,34,35,33	13:13,0:0,31:15,16:0,18:2
5	0	fffeecc8	214157	17	32	5	2	32,12,8,34,35	13:13,0:0,31:13,18:2
5	1	13	218428	24	28	0	10		31:15,26:10
5	1	13	218423	24	30	0	2		31:7,26:2
5	1	13	218426	24	30	0	8		31:13,26:8
5	1	13	218434	24	30	0	26		31:31,26:26
5	1	13	218541	24	30	1	10	8	31:15,26:10
5	1	13	218542	24	30	1	10	10	31:15,26:10
5	1	13	218543	24	30	1	10	11	31:15,26:10
5	1	13	218544	24	30	1	10	12	31:15,26:10
5	1	a48	219072	10	14	3	0	2,8,537	22:6
5	1	a48	219224	10	16	3	1	2,8,537	22:6
5	1	a48	219376	10	16	3	8	2,8,537	22:6
5	1	a48	219527	10	16	3	16	2,8,537	22:22
5	1	a48	219710	10	16	4	0	2,8,20,537	22:22
5	1	a48	219764	10	16	4	0	2,8,32,537	22:6
5	1	a48	219814	10	16	4	0	2,8,33,537	22:6
5	1	a48	219864	10	16	4	0	2,8,34,537	22:6
5	1	b6c	222132	24	28	3	0	602,531,25	31:14,18:2
5	1	b6c	222086	24	30	3	0	602,11,531	31:12,24:8
5	1	b6c	222238	24	30	3	1	602,11,531	31:13,24:8
5	1	b6c	222386	24	30	3	2	602,11,531	31:14,24:8
5	1	b6c	222534	24	30	3	3	602,11,531	31:15,24:8
5	1	b6c	222887	24	30	4	0	602,11,17,531	31:14,24:8
5	1	b6c	222907	24	30	4	0	602,11,25,531	31:14,24:8
5	1	b6c	222966	24	30	4	0	602,11,531,16	31:13,24:8
5	1	1480	225013	24	30	3	0	1,3,10	31:15,28:12
5	1	1480	225215	24	30	3	0	2,3,17	31:15,26:10
5	1	1480	225017	24	32	3	0	1,3,17	31:11,26:10
5	1	1480	225083	24	32	3	0	1,24,10	31:7,21:5
5	1	1480	225211	24	32	3	0	2,3,10	31:13,28:12
5	1	1480	225285	24	32	3	0	2,24,17	31:7,19:3
5	1	1480	225407	24	32	3	0	3,8,2	31:13,28:12
5	1	1480	225457	24	32	3	0	3,10,2	31:13,28:12
5	1	1ec8	227453	24	32	3	1	522,2,665	31:3,18:2
5	1	1ec8	227459	24	32	3	4	522,2,665	31:6,18:2
5	1	1ec8	227525	24	32	3	5	522,2,665	31:7,18:2
5	1	1ec8	227611	24	32	3	8	522,2,665	31:10,18:2
5	1	1ec8	227675	24	32	3	9	522,2,665	31:11,18:2
5	1	1ec8	227824	24	32	3	12	522,2,665	31:14,18:2
5	1	1ec8	227972	24	32	3	13	522,2,665	31:15,18:2
5	1	1ec8	228148	24	32	4	0	1,522,664,8	31:3,17:1
5	1	100050	230540	24	28	0	9		13:13,31:31
5	1	100050	230559	24	28	1	1	19	13:13,31:31
5	1	100050	230609	24	28	1	8	16	13:13,31:31
5	1	100050	230739	24	28	2	0	16,3	13:13,31:31
5	1	100050	230747	24	28	2	0	16,19	13:13,31:31
5	1	100050	230799	24	28	2	0	19,16	13:13,31:31
5	1	100050	230803	24	28	2	0	19,24	13:13,31:31
5	1	100050	230536	24	30	0	1		13:5,31:23
5	1	200013	231826	10	14	1	0	532	26:0
5	1	200013	231926	10	14	1	2	532	26:2
5	1	200013	232128	10	14	1	8	532	26:8
5	1	200013	232179	10	14	1	10	532	26:10
5	1	200013	231876	10	16	1	1	532	26:0
5	1	200013	231976	10	16	1	3	532	26:2
5	1	200013	232026	10	16	1	4	532	26:0
5	1	200013	232077	10	16	1	6	532	26:2
5	1	c060c0c	233214	10	16	5	4	8,545,8,600,545	6:6
5	1	c060c0c	233314	10	16	5	4	8,545,11,600,545	6:6
5	1	c060c0c	233425	10	16	5	4	8,545,35,600,545	6:6
5	1	c060c0c	234314	10	16	6	0	8,545,8,600,545,10	6:6
5	1	c060c0c	234463	10	16	6	0	8,545,11,600,545,10	6:6
5	1	c060c0c	234623	10	16	6	0	8,545,35,600,545,10	6:6
5	1	c060c0c	233819	10	18	5	5	8,545,8,600,545	6:6
5	1	c060c0c	233919	10	18	5	5	8,545,11,600,545	6:6
5	1	10202020	237484	10	12	1	0	736	7:5
5	1	10202020	237535	10	12	1	2	736	7:7
5	1	10202020	237774	10	12	2	0	17,736	7:7
5	1	10202020	237888	10	12	2	0	736,1	7:7
5	1	10202020	237897	10	12	2	0	736,17	7:7
5	1	10202020	237588	10	14	1	8	736	7:5
5	1	10202020	237639	10	14	1	10	736	7:7
5	1	10202020	237692	10	14	1	16	736	7:5
5	1	10701f00	238889	28	40	5	0	24,25,35,20,28	7:7,31:23,24:24
5	1	10701f00	239131	28	42	5	1	8,25,35,20,28	7:7,31:23,24:24
5	1	10701f00	239391	28	42	5	4	24,34,25,20,35	12:12,31:27,19:19
5	1	10701f00	239640	28	42	5	16	24,25,35,20,28	7:7,31:7,24:8
5	1	10701f00	239932	28	42	6	0	8,16,25,35,20,28	7:7,31:23,24:24
5	1	10701f00	240141	28	42	6	0	8,25,8,35,20,28	7:7,31:23,24:24
5	1	10701f00	240295	28	42	6	0	8,25,16,35,20,28	7:7,31:23,24:24
5	1	10701f00	240448	28	42	6	0	8,25,35,8,20,28	7:7,31:23,24:24
5	1	1a7d8b6c	243575	25	41	10	4	2,668,611,602,20,546,2,34,11,19	8:8,31:23
5	1	1a7d8b6c	243577	25	41	10	4	2,668,611,602,20,546,2,34,19,11	8:8,31:23
5	1	1a7d8b6c	243578	25	41	10	4	2,668,611,602,20,546,2,34,19,25	2:2,31:29
5	1	1a7d8b6c	243569	25	42	10	2	2,668,611,602,20,546,2,34,19,25	0:0,2:2,31:27
5	1	1a7d8b6c	243772	25	42	10	6	2,668,611,602,20,546,2,34,17,25	0:0,2:2,31:31
5	1	1a7d8b6c	243786	25	42	10	6	2,668,611,602,20,546,2,34,19,25	0:0,2:2,31:31
5	1	1a7d8b6c	243894	25	42	10	6	2,668,611,602,20,546,4,34,19,25	0:0,2:2,31:15
5	1	1a7d8b6c	244075	25	42	10	8	2,668,611,602,20,546,2,34,11,19	0:0,8:8,31:27
5	1	20802001	252039	10	30	8	0	4,2,1,4,8,11,32,608	13:0
5	1	20802001	252051	10	30	8	0	4,2,1,4,8,11,33,608	13:0
5	1	20802001	252185	10	30	8	0	4,2,1,4,11,32,608,1	14:0
5	1	20802001	252189	10	30	8	0	4,2,1,4,11,32,608,8	13:0
5	1	20802001	252289	10	30	8	0	4,2,1,4,24,11,32,608	13:0
5	1	20802001	252365	10	30	8	0	4,2,1,8,4,11,32,608	13:0
5	1	20802001	252452	10	30	8	0	4,2,1,24,4,11,32,608	13:0
5	1	20802001	252464	10	30	8	0	4,2,1,24,4,11,33,608	13:0
5	1	40001500	258433	10	12	1	0	596	25:8
5	1	40001500	258483	10	12	1	1	596	25:9
5	1	40001500	258771	10	12	2	0	24,596	25:9
5	1	40001500	258841	10	12	2	0	596,24	25:9
5	1	40001500	258533	10	14	1	2	596	25:8
5	1	40001500	258583	10	14	1	3	596	25:9
5	1	40001500	258633	10	14	1	4	596	25:8
5	1	40001500	258683	10	14	1	5	596	25:9
5	1	44000000	259702	12	14	0	0		27:26
5	1	44000000	259703	12	14	0	1		27:27
5	1	44000000	259724	12	14	1	0	8	27:27
5	1	44000000	259732	12	14	1	0	24	27:27
5	1	44000000	259736	12	14	1	0	32	27:27
5	1	44000000	259706	12	16	0	4		27:26
5	1	44000000	259707	12	16	0	5		27:27
5	1	44000000	259714	12	16	0	16		27:10
5	1	8c4e18f0	260578	27	53	12	0	28,19,34,35,2,33,16,25,26,12,34,675	11:10,8:8,31:23
5	1	8c4e18f0	262813	27	53	13	0	28,19,34,35,2,33,16,25,26,12,34,675,24	11:11,8:8,31:23
5	1	8c4e18f0	260582	27	55	12	0	28,19,34,35,2,33,16,25,26,12,35,675	11:10,8:8,31:19
5	1	8c4e18f0	261574	27	55	12	1	28,19,34,35,2,33,16,25,26,12,34,675	11:11,8:8,31:22
5	1	8c4e18f0	262084	27	55	12	16	28,19,34,35,2,33,16,25,26,12,34,675	11:10,8:8,31:7
5	1	8c4e18f0	262720	27	55	13	0	28,19,34,35,2,33,16,25,8,26,12,34,675	11:11,8:8,31:22
5	1	8c4e18f0	262734	27	55	13	0	28,19,34,35,2,33,16,25,26,8,12,34,675	11:11,8:8,31:22
5	1	8c4e18f0	262741	27	55	13	0	28,19,34,35,2,33,16,25,26,12,8,34,675	11:11,8:8,31:22
5	1	b4d22911	270902	28	48	8	2	19,604,19,737,3,16,4,35	12:12,31:8,18:2
5	1	b4d22911	271005	28	48	8	2	19,604,19,737,3,20,4,35	12:12,31:8,18:2
5	1	b4d22911	271652	28	48	8	3	19,604,19,737,3,16,4,35	12:12,31:9,18:2
5	1	b4d22911	271753	28	48	8	3	19,604,19,737,3,20,4,35	12:12,31:9,18:2
5	1	b4d22911	272896	28	48	9	2	19,604,19,737,3,16,4,8,35	12:12,31:9,18:2
5	1	b4d22911	272967	28	48	9	2	19,604,19,737,3,16,4,24,35	12:12,31:9,18:2
5	1	b4d22911	273020	28	48	9	2	19,604,19,737,3,16,4,35,8	12:12,31:9,18:2
5	1	b4d22911	273028	28	48	9	2	19,604,19,737,3,16,4,35,24	12:12,31:9,18:2
5	1	c56b4a5a	284224	13	37	16	8	10,540,33,28,25,3,12,28,3,522,11,547,8,16,524,738	8:8,4:4,16:0
5	1	c56b4a5a	284382	13	37	16	8	10,540,33,28,25,3,12,28,3,522,11,547,12,16,524,738	8:8,4:4,16:0
5	1	c56b4a5a	284534	13	37	16	8	10,540,33,28,25,3,12,28,3,522,11,547,16,8,524,738	8:8,4:4,16:0
5	1	c56b4a5a	284639	13	37	16	8	10,540,33,28,25,3,12,28,3,522,11,547,16,12,524,738	8:8,4:4,16:0
5	1	c56b4a5a	284766	13	37	16	8	10,540,33,28,25,3,12,28,3,522,11,547,16,524,12,738	8:8,4:4,16:0
5	1	c56b4a5a	278419	13	38	15	8	10,540,33,28,25,3,12,28,3,522,11,547,8,16,524	0:0,4:4,24:8
5	1	c56b4a5a	278527	13	38	15	8	10,540,33,28,25,3,12,28,3,522,11,547,12,16,524	0:0,4:4,24:8
5	1	c56b4a5a	278627	13	38	15	8	10,540,33,28,25,3,12,28,3,522,11,547,16,8,524	0:0,4:4,24:8
5	1	e07fe000	289630	27	35	5	0	20,24,34,738,11	13:13,4:4,31:31
5	1	e07fe000	289797	27	35	5	0	25,20,24,35,738	7:7,4:4,31:31
5	1	e07fe000	289842	27	35	5	0	25,20,34,738,3	14:14,4:4,31:31
5	1	e07fe000	289747	27	37	5	0	25,20,24,34,738	7:7,4:4,31:23
5	1	e07fe000	290167	27	37	5	8	25,20,24,34,738	7:7,4:4,31:31
5	1	e07fe000	290417	27	37	5	16	25,20,24,35,738	7:7,4:4,31:15
5	1	e07fe000	290638	27	37	6	0	2,32,16,10,540,11	31:31,28:28,16:16
5	1	e07fe000	291130	27	37	6	0	25,20,24,28,35,738	7:7,4:4,31:31
5	1	ff800000	294160	20	22	0	0		31:23,24:24
5	1	ff800000	294168	20	24	0	16		31:7,24:8
5	1	ff800000	294185	20	24	1	0	24	31:23,24:24
5	1	ff800000	294186	20	24	1	0	25	31:23,24:24
5	1	ff800000	294187	20	24	1	0	26	31:23,24:24
5	1	ff800000	294188	20	24	1	0	28	24:8,31:23
5	1	ff800000	294564	20	24	2	0	28,35	24:8,31:31
5	1	ff800000	294161	20	26	0	1		31:22,24:24
5	2	44000000	294918	16	18	0	0		27:26
5	2	44000000	294919	16	18	0	1		27:27
5	2	44000000	294940	16	18	1	0	8	27:27
5	2	44000000	294948	16	18	1	0	24	27:27
5	2	44000000	294952	16	18	1	0	32	27:27
5	2	44000000	294922	16	20	0	4		27:26
5	2	44000000	294923	16	20	0	5		27:27
5	2	44000000	294930	16	20	0	16		27:10
5	4	b4d22911	295769	64	82	8	0	19,604,19,737,3,16,4,35	12:12,31:10,18:0
5	4	b4d22911	295872	64	82	8	0	19,604,19,737,3,20,4,35	12:12,31:10,18:0
5	4	b4d22911	296000	64	82	8	0	19,604,19,737,16,4,35,24	5:4,31:11,18:0
5	4	b4d22911	296519	64	82	8	1	19,604,19,737,3,16,4,35	12:12,31:11,18:0
5	4	b4d22911	296620	64	82	8	1	19,604,19,737,3,20,4,35	12:12,31:11,18:0
5	4	b4d22911	297763	64	82	9	0	19,604,19,737,3,16,4,8,35	12:12,31:11,18:0
5	4	b4d22911	297834	64	82	9	0	19,604,19,737,3,16,4,24,35	12:12,31:11,18:0
5	4	b4d22911	297887	64	82	9	0	19,604,19,737,3,16,4,35,8	12:12,31:11,18:0
5	10	a48	302364	46	50	3	0	2,8,537	22:6
5	10	a48	302516	46	52	3	1	2,8,537	22:6
5	10	a48	302668	46	52	3	8	2,8,537	22:6
5	10	a48	302819	46	52	3	16	2,8,537	22:22
5	10	a48	303002	46	52	4	0	2,8,20,537	22:22
5	10	a48	303056	46	52	4	0	2,8,32,537	22:6
5	10	a48	303106	46	52	4	0	2,8,33,537	22:6
5	10	a48	303156	46	52	4	0	2,8,34,537	22:6
5	10	1480	305321	96	102	3	0	1,3,10	31:15,28:12
5	10	1480	305523	96	102	3	0	2,3,17	31:15,26:10
5	10	1480	305325	96	104	3	0	1,3,17	31:11,26:10
5	10	1480	305391	96	104	3	0	1,24,10	31:7,21:5
5	10	1480	305519	96	104	3	0	2,3,10	31:13,28:12
5	10	1480	305593	96	104	3	0	2,24,17	31:7,19:3
5	10	1480	305715	96	104	3	0	3,8,2	31:13,28:12
5	10	1480	305765	96	104	3	0	3,10,2	31:13,28:12
5	11	b6c	307870	104	108	3	0	602,531,25	31:14,18:2
5	11	b6c	307824	104	110	3	0	602,11,531	31:12,24:8
5	11	b6c	307976	104	110	3	1	602,11,531	31:13,24:8
5	11	b6c	308124	104	110	3	2	602,11,531	31:14,24:8
5	11	b6c	308272	104	110	3	3	602,11,531	31:15,24:8
5	11	b6c	308625	104	110	4	0	602,11,17,531	31:14,24:8
5	11	b6c	308645	104	110	4	0	602,11,25,531	31:14,24:8
5	11	b6c	308704	104	110	4	0	602,11,531,16	31:13,24:8
5	11	1ec8	310745	104	112	3	1	522,2,665	31:3,18:2
5	11	1ec8	310751	104	112	3	4	522,2,665	31:6,18:2
5	11	1ec8	310817	104	112	3	5	522,2,665	31:7,18:2
5	11	1ec8	310903	104	112	3	8	522,2,665	31:10,18:2
5	11	1ec8	310967	104	112	3	9	522,2,665	31:11,18:2
5	11	1ec8	311116	104	112	3	12	522,2,665	31:14,18:2
5	11	1ec8	311264	104	112	3	13	522,2,665	31:15,18:2
5	11	1ec8	311440	104	112	4	0	1,522,664,8	31:3,17:1
5	12	20802001	313974	54	74	8	0	4,2,1,4,8,11,32,608	13:0
5	12	20802001	313986	54	74	8	0	4,2,1,4,8,11,33,608	13:0
5	12	20802001	314120	54	74	8	0	4,2,1,4,11,32,608,1	14:0
5	12	20802001	314124	54	74	8	0	4,2,1,4,11,32,608,8	13:0
5	12	20802001	314224	54	74	8	0	4,2,1,4,24,11,32,608	13:0
5	12	20802001	314300	54	74	8	0	4,2,1,8,4,11,32,608	13:0
5	12	20802001	314387	54	74	8	0	4,2,1,24,4,11,32,608	13:0
5	12	20802001	314399	54	74	8	0	4,2,1,24,4,11,33,608	13:0
6	0	ffecfec8ec80c800	321016	17	44	10	12	40,43,16,12,26,5,28,8,10,40	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321017	17	44	10	12	40,43,16,12,26,5,28,8,40,10	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321018	17	44	10	12	40,43,16,12,26,5,28,40,8,10	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321019	17	44	10	12	40,43,16,12,26,5,40,28,8,10	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321176	17	44	10	12	40,43,16,12,34,5,28,8,10,40	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321283	17	44	10	12	40,43,16,12,34,5,28,8,40,10	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321563	17	44	10	12	40,43,16,12,34,5,28,40,8,10	2:2,9:9,61:12,52:4
6	0	ffecfec8ec80c800	321979	17	44	10	12	40,43,16,12,34,5,40,28,8,10	2:2,9:9,61:12,52:4
6	1	4c800004848	335687	12	14	3	0	531,2,746	22:6
6	1	4c800004848	335807	12	14	3	0	531,16,744	19:3
6	1	4c800004848	336100	12	14	3	0	531,744,2	22:6
6	1	4c800004848	336109	12	14	3	0	531,744,16	19:3
