n	k	truth	candidate	T	N	depth	polarity	gates	cubes
4	1	211b	141107	11	25	4	7	11,16,537,24	7:3,2:2
4	1	2222	2	4	6	0	2		3:3
4	1	2222	2096	4	6	1	0	1	3:3
4	1	2222	3440	4	6	1	0	1	3:3
4	1	2222	7072	4	6	1	0	1	3:3
4	1	2222	13744	4	6	1	0	1	3:3
4	1	2222	13936	4	6	1	0	1	3:3
4	1	2222	14800	4	6	1	0	1	3:3
4	1	2222	15888	4	6	1	0	1	3:3
4	1	22aa	0	9	9	0	0		11:11,1:1
4	1	22aa	4	9	11	0	4		11:11,1:1
4	1	22aa	1376	9	11	1	0	26	11:11,1:1
4	1	22aa	2016	9	11	1	0	26	11:11,1:1
4	1	22aa	2304	9	11	1	0	10	11:11,1:1
4	1	22aa	3456	9	11	1	0	26	11:11,1:1
4	1	22aa	3568	9	11	1	0	26	11:11,1:1
4	1	22aa	3728	9	11	1	0	26	11:11,1:1
4	1	2666	32	13	15	1	0	8	15:15,1:1
4	1	2666	8240	13	15	1	0	8	15:15,1:1
4	1	2666	18224	13	15	1	0	8	15:15,1:1
4	1	2666	20208	13	15	1	0	8	15:15,1:1
4	1	2666	20560	13	15	1	0	8	15:15,1:1
4	1	2666	22160	13	15	1	0	8	15:15,1:1
4	1	2666	25536	13	15	1	0	8	15:15,1:1
4	1	2666	26000	13	15	1	0	8	15:15,1:1
4	1	269e	105879	5	24	8	11	24,26,17,523,664,26,1,25	0:0,2:2
4	1	269e	193422	5	38	15	7	2,1,17,1,3,25,8,8,16,19,26,592,1,537,17	0:0,2:2
4	1	269e	166629	6	18	6	12	26,24,523,16,24,665	2:2,1:1
4	1	269e	110923	6	29	12	2	24,16,16,3,3,19,522,25,19,664,2,19	1:1,0:0,2:2
4	1	269e	156091	6	31	12	12	11,2,24,10,523,16,538,3,11,11,25,19	1:1,0:0,8:8
4	1	269e	108851	7	17	4	6	16,26,523,8	12:12,1:1
4	1	269e	102202	7	27	11	10	24,16,16,531,522,664,25,10,11,25,2	4:4
4	1	269e	253287	7	27	8	11	8,3,10,2,8,664,26,17	3:3,8:8
4	1	26ec	61538	7	14	3	2	3,1,592	9:9,0:0,2:2
4	1	26ec	155891	7	18	4	3	3,1,24,592	9:9,0:0,2:2
4	1	26ec	208070	7	19	7	9	3,522,1,592,10,537,16	2:2
4	1	26ec	55583	7	37	16	6	8,16,16,11,26,16,665,2,19,2,1,16,10,600,1,529	1:1
4	1	26ec	222179	8	16	4	1	3,1,592,26	9:9,8:8,2:2
4	1	26ec	49091	8	21	4	7	1,24,595,3	9:9,2:2,0:0,8:8
4	1	26ec	58850	8	21	3	15	1,24,595	9:9,2:2,0:0,8:8
4	1	26ec	60423	8	22	8	0	1,16,2,24,19,24,522,26	12:12,8:8,2:2
4	1	3400	2304	16	18	1	0	10	15:15,12:12
4	1	3400	4320	16	18	1	0	10	15:15,12:12
4	1	3400	5008	16	18	1	0	10	15:15,12:12
4	1	3400	9296	16	18	1	0	10	15:15,12:12
4	1	3400	11280	16	18	1	0	10	15:15,12:12
4	1	3400	12752	16	18	1	0	10	15:15,12:12
4	1	3400	25456	16	18	1	0	10	15:15,12:12
4	1	3400	29312	16	18	1	0	10	15:15,12:12
4	1	37ff	0	16	21	0	0		15:10,10:10,0:0
4	1	37ff	1	16	21	0	1		15:11,10:10,0:0
4	1	37ff	4	16	21	0	4		15:14,10:10,0:0
4	1	37ff	5	16	21	0	5		15:15,10:10,0:0
4	1	37ff	32	16	21	1	0	8	15:11,10:10,0:0
4	1	37ff	480	16	21	1	4	24	15:15,10:10,0:0
4	1	37ff	1056	16	21	1	0	24	15:11,10:10,0:0
4	1	37ff	1376	16	21	1	0	26	15:14,10:10,0:0
4	1	3800	2304	16	20	1	0	10	15:14,12:12
4	1	3800	4320	16	20	1	0	10	15:14,12:12
4	1	3800	5008	16	20	1	0	10	15:14,12:12
4	1	3800	5569	16	20	2	0	10,8	15:15,12:12
4	1	3800	5664	16	20	1	1	10	15:15,12:12
4	1	3800	7681	16	20	2	0	8,10	15:15,12:12
4	1	3800	9296	16	20	1	0	10	15:14,12:12
4	1	3800	10256	16	20	1	1	10	15:15,12:12
4	1	4000	0	12	14	0	0		15:14
4	1	4000	1	12	14	0	1		15:15
4	1	4000	32	12	14	1	0	8	15:15
4	1	4000	1056	12	14	1	0	24	15:15
4	1	4000	4368	12	14	1	0	24	15:15
4	1	4000	4512	12	14	1	0	24	15:15
4	1	4000	5744	12	14	1	0	24	15:15
4	1	4000	6992	12	14	1	0	24	15:15
4	1	4084	6050	16	22	3	0	10,24,16	15:15,3:3
4	1	4084	9841	16	22	2	1	26,16	15:15,3:3
4	1	4084	21793	16	22	2	4	26,2	15:15,6:6
4	1	4084	44113	16	22	2	4	26,2	15:15,6:6
4	1	4084	47393	16	22	2	1	26,16	15:15,3:3
4	1	4084	58353	16	22	2	4	26,2	15:15,6:6
4	1	4084	62129	16	22	2	1	26,16	15:15,3:3
4	1	4084	86081	16	22	2	1	26,16	15:15,3:3
4	1	4800	8992	8	10	1	0	2	14:14
4	1	4800	9344	8	10	1	0	16	11:11
4	1	4800	10240	8	10	1	0	2	14:14
4	1	4800	10752	8	10	1	0	16	11:11
4	1	4800	12880	8	10	1	0	2	14:14
4	1	4800	14000	8	10	1	0	16	11:11
4	1	4800	17776	8	10	1	0	16	11:11
4	1	4800	17792	8	10	1	0	2	14:14
4	1	4c00	0	16	16	0	0		15:15,10:10
4	1	4c00	1	16	20	0	1		15:14,10:10
4	1	4c00	4	16	20	0	4		15:11,10:10
4	1	4c00	32	16	20	1	0	8	15:14,10:10
4	1	4c00	1056	16	20	1	0	24	15:14,10:10
4	1	4c00	1376	16	20	1	0	26	15:11,10:10
4	1	4c00	1920	16	20	1	4	10	15:15,10:10
4	1	4c00	1984	16	20	1	1	8	15:15,10:10
4	1	4d27	44885	5	17	6	5	600,1,17,11,538,16	1:1
4	1	4d27	238694	5	18	7	4	26,600,19,17,11,8,523	0:0,8:8
4	1	4d27	131223	5	22	8	5	600,17,25,19,19,26,522,19	0:0,8:8
4	1	4d27	1658	5	26	11	2	10,10,664,26,10,16,529,3,3,10,11	0:0,8:8
4	1	4d27	179753	5	26	10	3	10,600,26,11,531,2,2,19,25,24	0:0,8:8
4	1	4d27	208085	6	16	6	2	664,26,10,531,17,26	8:8,2:2
4	1	4d27	214995	6	17	4	13	664,26,17,523	4:4,0:0,8:8
4	1	4d27	170517	6	18	6	10	600,26,19,10,19,531	8:8,4:4
4	1	5c00	32530	6	12	3	1	8,24,529	10:10
4	1	5c00	154707	6	16	4	3	25,8,529,8	10:10
4	1	5c00	196451	6	16	4	3	26,1,16,592	9:9
4	1	5c00	35573	6	18	6	1	8,529,25,10,16,26	12:12
4	1	5c00	114485	6	18	6	1	1,24,8,17,592,10	9:9
4	1	5c00	130917	6	18	6	1	8,2,25,529,25,10	12:12
4	1	5c00	159143	6	20	8	0	1,25,592,26,24,2,8,25	9:9
4	1	5c00	236775	6	20	8	0	1,8,16,11,11,3,3,592	9:9
4	1	6000	32	8	10	1	0	8	13:13
4	1	6000	2096	8	10	1	0	1	14:14
4	1	6000	3440	8	10	1	0	1	14:14
4	1	6000	7072	8	10	1	0	1	14:14
4	1	6000	8240	8	10	1	0	8	13:13
4	1	6000	13744	8	10	1	0	1	14:14
4	1	6000	13936	8	10	1	0	1	14:14
4	1	6000	14800	8	10	1	0	1	14:14
4	1	60ad	239714	17	26	3	1	2,531,602	15:9,0:0,4:4
4	1	60ad	63586	17	29	3	15	2,531,602	15:7,4:4
4	1	60ad	8403	17	31	4	15	538,2,8,531	15:11,8:8
4	1	60ad	20725	17	31	6	11	531,24,2,19,523,16	15:15,8:8
4	1	60ad	147606	17	31	7	9	19,602,2,19,25,523,19	15:15,8:8
4	1	60ad	31413	17	32	6	1	3,1,538,592,2,3	15:5,0:0,8:8
4	1	60ad	144261	17	32	6	4	24,600,2,2,19,531	15:5,0:0,8:8
4	1	60ad	2294	17	33	7	9	11,24,17,25,26,537,592	15:11,1:1
4	1	6300	37969	6	10	2	2	16,529	10:10
4	1	6300	54497	6	10	2	2	16,529	10:10
4	1	6300	69329	6	10	2	2	16,529	10:10
4	1	6300	216817	6	10	2	2	16,529	10:10
4	1	6300	237153	6	10	2	4	529,10	12:12
4	1	6300	7729	6	12	2	6	529,17	10:10
4	1	6300	11010	6	12	3	4	17,529,25	10:10
4	1	6300	24305	6	12	2	6	16,529	10:10
4	1	6369	183237	8	16	6	8	592,537,592,25,16,11	8:8,1:1
4	1	6369	91926	8	20	7	12	25,592,537,11,24,592,25	4:4,1:1
4	1	6369	126695	8	25	8	14	600,8,25,529,8,537,26,2	2:2,0:0,4:4
4	1	6369	109425	9	13	2	6	592,537	6:6,1:1
4	1	6369	3650	9	14	3	4	16,592,537	6:6,0:0,1:1
4	1	6369	92177	9	14	2	0	2,17	13:13,0:0,2:2
4	1	6369	168993	9	14	2	0	2,17	13:13,0:0,2:2
4	1	6369	4033	9	15	2	2	2,17	13:13,2:2
4	1	7000	0	16	16	0	0		15:15,12:12
4	1	7000	1	16	20	0	1		15:14,12:12
4	1	7000	2	16	20	0	2		15:13,12:12
4	1	7000	32	16	20	1	0	8	15:14,12:12
4	1	7000	321	16	20	2	0	17,1	15:15,12:12
4	1	7000	384	16	20	1	2	1	15:15,12:12
4	1	7000	448	16	20	1	2	1	15:15,12:12
4	1	7000	1056	16	20	1	0	24	15:14,12:12
4	1	7c00	1552	16	22	1	1	17	15:13,10:10
4	1	7c00	2304	16	22	1	0	10	15:10,12:12
4	1	7c00	4320	16	22	1	0	10	15:10,12:12
4	1	7c00	4673	16	22	2	0	16,17	15:13,10:10
4	1	7c00	5008	16	22	1	0	10	15:10,12:12
4	1	7c00	5328	16	22	1	1	17	15:13,10:10
4	1	7c00	5569	16	22	2	0	10,8	15:11,12:12
4	1	7c00	5664	16	22	1	1	10	15:11,12:12
4	1	d911	38914	15	25	3	5	3,11,600	15:7,1:1
4	1	d911	39986	15	25	3	9	3,11,600	15:11,1:1
4	1	d911	117058	15	25	3	13	3,11,600	15:15,1:1
4	1	d911	41906	15	26	3	0	3,11,600	15:2,0:0,1:1
4	1	d911	214498	15	26	3	0	11,3,600	15:2,0:0,1:1
4	1	d911	226835	15	27	4	14	3,600,1,3	15:15,2:2
4	1	d911	223746	15	28	3	12	3,8,600	15:6,0:0,1:1
4	1	d911	5522	15	29	3	15	3,11,600	15:13,1:1
4	1	fb33	8	16	25	0	8		15:2,10:10,0:0
4	1	fb33	9	16	25	0	9		15:3,10:10,0:0
4	1	fb33	12	16	25	0	12		15:6,10:10,0:0
4	1	fb33	13	16	25	0	13		15:7,10:10,0:0
4	1	fb33	208	16	25	1	8	8	15:3,10:10,0:0
4	1	fb33	352	16	25	1	9	26	15:7,10:10,0:0
4	1	fb33	512	16	25	1	0	11	15:2,10:10,0:0
4	1	fb33	576	16	25	1	5	11	15:7,10:10,0:0
4	1	ffec	10	16	21	0	10		15:15,10:10,0:0
4	1	ffec	896	16	23	1	10	11	15:15,10:10,0:0
4	1	ffec	992	16	23	1	10	25	15:15,10:10,0:0
4	1	ffec	1088	16	23	1	10	26	15:15,10:10,0:0
4	1	ffec	1504	16	23	1	10	8	15:15,10:10,0:0
4	1	ffec	1904	16	23	1	10	8	15:15,10:10,0:0
4	1	ffec	2800	16	23	1	10	24	15:15,10:10,0:0
4	1	ffec	3360	16	23	1	10	26	15:15,10:10,0:0
4	2	125a	8992	16	18	1	0	2	14:14,4:4
4	2	125a	9344	16	18	1	0	16	11:11,1:1
4	2	125a	10240	16	18	1	0	2	14:14,4:4
4	2	125a	10752	16	18	1	0	16	11:11,1:1
4	2	125a	12880	16	18	1	0	2	14:14,4:4
4	2	125a	14000	16	18	1	0	16	11:11,1:1
4	2	125a	17776	16	18	1	0	16	11:11,1:1
4	2	125a	17792	16	18	1	0	2	14:14,4:4
4	2	7c00	1552	24	30	1	1	17	15:13,10:10
4	2	7c00	2304	24	30	1	0	10	15:10,12:12
4	2	7c00	4320	24	30	1	0	10	15:10,12:12
4	2	7c00	4673	24	30	2	0	16,17	15:13,10:10
4	2	7c00	5008	24	30	1	0	10	15:10,12:12
4	2	7c00	5328	24	30	1	1	17	15:13,10:10
4	2	7c00	5569	24	30	2	0	10,8	15:11,12:12
4	2	7c00	5664	24	30	1	1	10	15:11,12:12
4	4	7c00	1552	40	46	1	1	17	15:13,10:10
4	4	7c00	2304	40	46	1	0	10	15:10,12:12
4	4	7c00	4320	40	46	1	0	10	15:10,12:12
4	4	7c00	4673	40	46	2	0	16,17	15:13,10:10
4	4	7c00	5008	40	46	1	0	10	15:10,12:12
4	4	7c00	5328	40	46	1	1	17	15:13,10:10
4	4	7c00	5569	40	46	2	0	10,8	15:11,12:12
4	4	7c00	5664	40	46	1	1	10	15:11,12:12
4	5	0	0	0	0	0	0		
4	5	0	1	0	2	0	1		
4	5	0	2	0	2	0	2		
4	5	0	4	0	2	0	4		
4	5	0	8	0	2	0	8		
4	5	0	32	0	2	1	0	8	
4	5	0	400	0	2	1	0	19	
4	5	0	512	0	2	1	0	11	
4	5	3f8	4306	46	52	3	0	595,11,26	15:14,4:4
4	5	3f8	36690	46	54	3	5	11,17,595	15:15,8:8
4	5	3f8	146946	46	54	3	8	595,25,10	15:14,4:4
4	5	3f8	201794	46	54	3	9	595,25,10	15:15,4:4
4	5	3f8	38786	46	56	3	5	595,26,17	15:7,2:2
4	5	3f8	71170	46	56	3	9	19,595,25	15:11,2:2
4	5	3f8	72595	46	56	4	4	19,595,25,8	15:7,2:2
4	5	3f8	111043	46	56	4	2	11,595,26,16	15:13,4:4
4	5	407	38977	22	28	2	8	24,523	12:8
4	5	407	85617	22	28	2	8	24,523	12:8
4	5	407	123889	22	28	2	4	24,523	12:4
4	5	407	148529	22	28	2	0	24,523	12:0
4	5	407	185745	22	28	2	12	24,523	12:12
4	5	407	204161	22	28	2	8	24,523	12:8
4	5	407	213457	22	28	2	4	24,523	12:4
4	5	407	2465	22	30	2	13	24,523	12:12
4	5	87b	37747	46	58	4	10	10,26,16,523	15:13,8:8
4	5	87b	180883	46	60	4	13	2,10,26,595	15:11,8:8
4	5	87b	222037	46	60	6	9	24,2,8,10,595,24	15:15,8:8
4	5	87b	187571	46	62	4	10	26,16,523,11	15:8,8:8
4	5	87b	90035	46	64	4	14	24,11,16,523	15:8,8:8
4	5	87b	93575	46	64	8	3	8,25,11,25,8,2,665,3	15:15,2:2
4	5	87b	64965	46	66	6	14	24,19,16,522,25,10	15:12,4:4
4	5	87b	67685	46	66	6	6	19,24,19,26,8,523	15:5,8:0
4	5	c78	155443	42	48	4	0	11,8,538,17	14:14,2:2
4	5	c78	244899	42	50	4	2	11,10,8,538	14:14,4:4
4	5	c78	114786	42	52	3	3	25,522,26	14:12,4:4
4	5	c78	117011	42	52	4	8	2,8,25,664	3:1,12:12
4	5	c78	211267	42	52	4	8	11,16,522,24	3:2,12:12
4	5	c78	5411	42	54	4	10	26,2,592,2	3:1,12:12
4	5	c78	10850	42	54	3	10	26,25,522	14:4,4:4
4	5	c78	42853	42	54	6	0	24,2,592,24,2,26	12:4,3:3
4	5	f80	0	48	52	0	0		15:7,12:8
4	5	f80	400	48	52	1	0	19	15:15,12:8
4	5	f80	1376	48	52	1	0	26	15:7,12:12
4	5	f80	2016	48	52	1	0	26	15:7,12:12
4	5	f80	2720	48	52	1	0	19	15:15,12:8
4	5	f80	3456	48	52	1	0	26	15:7,12:12
4	5	f80	3568	48	52	1	0	26	15:7,12:12
4	5	f80	3728	48	52	1	0	26	15:7,12:12
4	5	211b	40819	42	52	4	2	25,1,10,600	10:2,5:5
4	5	211b	64659	42	52	4	10	1,10,19,537	14:14,2:2
4	5	211b	110083	42	52	4	0	1,17,592,11	6:0,9:9
4	5	211b	75829	42	56	6	2	17,1,25,25,592,11	6:2,9:9
4	5	211b	94867	42	56	4	4	25,1,600,10	10:0,5:1
4	5	211b	141107	42	56	4	7	11,16,537,24	7:3,2:2
4	5	211b	142773	42	56	6	10	1,11,26,25,600,11	10:10,5:5
4	5	211b	5574	42	58	7	10	19,24,24,11,537,3,26	14:14,2:2
4	5	4000	0	28	30	0	0		15:14
4	5	4000	1	28	30	0	1		15:15
4	5	4000	32	28	30	1	0	8	15:15
4	5	4000	1056	28	30	1	0	24	15:15
4	5	4000	4368	28	30	1	0	24	15:15
4	5	4000	4512	28	30	1	0	24	15:15
4	5	4000	5744	28	30	1	0	24	15:15
4	5	4000	6992	28	30	1	0	24	15:15
4	5	4084	6050	48	54	3	0	10,24,16	15:15,3:3
4	5	4084	9841	48	54	2	1	26,16	15:15,3:3
4	5	4084	21793	48	54	2	4	26,2	15:15,6:6
4	5	4084	44113	48	54	2	4	26,2	15:15,6:6
4	5	4084	47393	48	54	2	1	26,16	15:15,3:3
4	5	4084	58353	48	54	2	4	26,2	15:15,6:6
4	5	4084	62129	48	54	2	1	26,16	15:15,3:3
4	5	4084	86081	48	54	2	1	26,16	15:15,3:3
4	5	4d27	44885	20	32	6	5	600,1,17,11,538,16	1:1
4	5	4d27	238694	20	34	7	4	26,600,19,17,11,8,523	8:0
4	5	4d27	131223	20	38	8	5	600,17,25,19,19,26,522,19	8:0
4	5	4d27	1658	20	42	11	2	10,10,664,26,10,16,529,3,3,10,11	8:0
4	5	4d27	179753	20	42	10	3	10,600,26,11,531,2,2,19,25,24	8:0
4	5	4d27	118803	22	28	4	1	600,17,522,538	4:0
4	5	4d27	157875	22	32	4	15	600,529,25,522	4:4
4	5	4d27	26021	22	34	6	14	600,19,25,531,522,17	4:4
4	5	60ad	239714	48	58	3	1	2,531,602	15:9,4:0
4	5	60ad	63586	48	60	3	15	2,531,602	15:7,4:4
4	5	60ad	8403	48	62	4	15	538,2,8,531	15:11,8:8
4	5	60ad	20725	48	62	6	11	531,24,2,19,523,16	15:15,8:8
4	5	60ad	147606	48	62	7	9	19,602,2,19,25,523,19	15:15,8:8
4	5	60ad	2294	48	64	7	9	11,24,17,25,26,537,592	15:11,1:1
4	5	60ad	31413	48	64	6	1	3,1,538,592,2,3	15:5,8:0
4	5	60ad	144261	48	64	6	4	24,600,2,2,19,531	15:5,8:0
4	5	6300	1233	22	26	2	0	529,10	12:8
4	5	6300	19233	22	26	2	0	529,10	12:8
4	5	6300	25057	22	26	2	0	17,529	10:8
4	5	6300	37953	22	26	2	0	529,10	12:8
4	5	6300	37969	22	26	2	2	16,529	10:10
4	5	6300	47553	22	26	2	0	529,17	10:8
4	5	6300	54497	22	26	2	2	16,529	10:10
4	5	6300	69329	22	26	2	2	16,529	10:10
4	5	7c00	1552	48	54	1	1	17	15:13,10:10
4	5	7c00	2304	48	54	1	0	10	15:10,12:12
4	5	7c00	4320	48	54	1	0	10	15:10,12:12
4	5	7c00	4673	48	54	2	0	16,17	15:13,10:10
4	5	7c00	5008	48	54	1	0	10	15:10,12:12
4	5	7c00	5328	48	54	1	1	17	15:13,10:10
4	5	7c00	5569	48	54	2	0	10,8	15:11,12:12
4	5	7c00	5664	48	54	1	1	10	15:11,12:12
4	6	0	0	0	0	0	0		
4	6	0	1	0	2	0	1		
4	6	0	2	0	2	0	2		
4	6	0	4	0	2	0	4		
4	6	0	8	0	2	0	8		
4	6	0	32	0	2	1	0	8	
4	6	0	400	0	2	1	0	19	
4	6	0	512	0	2	1	0	11	
4	6	400	0	32	36	0	0		15:10
4	6	400	1	32	36	0	1		15:11
4	6	400	4	32	36	0	4		15:14
4	6	400	5	32	36	0	5		15:15
4	6	400	32	32	36	1	0	8	15:11
4	6	400	480	32	36	1	4	24	15:15
4	6	400	1056	32	36	1	0	24	15:11
4	6	400	1376	32	36	1	0	26	15:14
4	6	407	38977	26	32	2	8	24,523	12:8
4	6	407	85617	26	32	2	8	24,523	12:8
4	6	407	123889	26	32	2	4	24,523	12:4
4	6	407	148529	26	32	2	0	24,523	12:0
4	6	407	185745	26	32	2	12	24,523	12:12
4	6	407	204161	26	32	2	8	24,523	12:8
4	6	407	213457	26	32	2	4	24,523	12:4
4	6	407	2465	26	34	2	13	24,523	12:12
4	6	800	0	32	34	0	0		15:11
4	6	800	4	32	34	0	4		15:15
4	6	800	1376	32	34	1	0	26	15:15
4	6	800	2016	32	34	1	0	26	15:15
4	6	800	2304	32	34	1	0	10	15:15
4	6	800	3456	32	34	1	0	26	15:15
4	6	800	3568	32	34	1	0	26	15:15
4	6	800	3728	32	34	1	0	26	15:15
4	6	87b	37747	54	66	4	10	10,26,16,523	15:13,8:8
4	6	87b	180883	54	68	4	13	2,10,26,595	15:11,8:8
4	6	87b	222037	54	68	6	9	24,2,8,10,595,24	15:15,8:8
4	6	87b	187571	54	70	4	10	26,16,523,11	15:8,8:8
4	6	87b	90035	54	72	4	14	24,11,16,523	15:8,8:8
4	6	87b	93575	54	72	8	3	8,25,11,25,8,2,665,3	15:15,2:2
4	6	87b	64965	54	74	6	14	24,19,16,522,25,10	15:12,4:4
4	6	87b	67685	54	74	6	6	19,24,19,26,8,523	15:5,8:0
4	6	1400	1552	28	32	1	1	17	11:11
4	6	1400	2304	28	32	1	0	10	13:12
4	6	1400	4320	28	32	1	0	10	13:12
4	6	1400	5008	28	32	1	0	10	13:12
4	6	1400	5328	28	32	1	1	17	11:11
4	6	1400	5664	28	32	1	1	10	13:13
4	6	1400	7696	28	32	1	0	17	11:10
4	6	1400	8400	28	32	1	1	17	11:11
4	6	2000	0	32	34	0	0		15:13
4	6	2000	2	32	34	0	2		15:15
4	6	2000	2096	32	34	1	0	1	15:15
4	6	2000	3440	32	34	1	0	1	15:15
4	6	2000	6864	32	34	1	0	25	15:15
4	6	2000	7072	32	34	1	0	1	15:15
4	6	2000	7696	32	34	1	0	17	15:15
4	6	2000	9232	32	34	1	0	25	15:15
4	6	211b	40819	50	60	4	2	25,1,10,600	10:2,5:5
4	6	211b	64659	50	60	4	10	1,10,19,537	14:14,2:2
4	6	211b	110083	50	60	4	0	1,17,592,11	6:0,9:9
4	6	211b	75829	50	64	6	2	17,1,25,25,592,11	6:2,9:9
4	6	211b	94867	50	64	4	4	25,1,600,10	10:0,5:1
4	6	211b	141107	50	64	4	7	11,16,537,24	7:3,2:2
4	6	211b	142773	50	64	6	10	1,11,26,25,600,11	10:10,5:5
4	6	211b	5574	50	66	7	10	19,24,24,11,537,3,26	14:14,2:2
4	6	3400	2304	56	58	1	0	10	15:15,12:12
4	6	3400	4320	56	58	1	0	10	15:15,12:12
4	6	3400	5008	56	58	1	0	10	15:15,12:12
4	6	3400	9296	56	58	1	0	10	15:15,12:12
4	6	3400	11280	56	58	1	0	10	15:15,12:12
4	6	3400	12752	56	58	1	0	10	15:15,12:12
4	6	3400	25456	56	58	1	0	10	15:15,12:12
4	6	3400	29312	56	58	1	0	10	15:15,12:12
4	6	3800	2304	56	60	1	0	10	15:14,12:12
4	6	3800	4320	56	60	1	0	10	15:14,12:12
4	6	3800	5008	56	60	1	0	10	15:14,12:12
4	6	3800	5569	56	60	2	0	10,8	15:15,12:12
4	6	3800	5664	56	60	1	1	10	15:15,12:12
4	6	3800	7681	56	60	2	0	8,10	15:15,12:12
4	6	3800	9296	56	60	1	0	10	15:14,12:12
4	6	3800	10256	56	60	1	1	10	15:15,12:12
4	6	4000	0	32	34	0	0		15:14
4	6	4000	1	32	34	0	1		15:15
4	6	4000	32	32	34	1	0	8	15:15
4	6	4000	1056	32	34	1	0	24	15:15
4	6	4000	4368	32	34	1	0	24	15:15
4	6	4000	4512	32	34	1	0	24	15:15
4	6	4000	5744	32	34	1	0	24	15:15
4	6	4000	6992	32	34	1	0	24	15:15
4	6	4084	6050	56	62	3	0	10,24,16	15:15,3:3
4	6	4084	9841	56	62	2	1	26,16	15:15,3:3
4	6	4084	21793	56	62	2	4	26,2	15:15,6:6
4	6	4084	44113	56	62	2	4	26,2	15:15,6:6
4	6	4084	47393	56	62	2	1	26,16	15:15,3:3
4	6	4084	58353	56	62	2	4	26,2	15:15,6:6
4	6	4084	62129	56	62	2	1	26,16	15:15,3:3
4	6	4084	86081	56	62	2	1	26,16	15:15,3:3
4	6	4c00	0	56	56	0	0		15:15,10:10
4	6	4c00	1	56	60	0	1		15:14,10:10
4	6	4c00	4	56	60	0	4		15:11,10:10
4	6	4c00	32	56	60	1	0	8	15:14,10:10
4	6	4c00	1056	56	60	1	0	24	15:14,10:10
4	6	4c00	1376	56	60	1	0	26	15:11,10:10
4	6	4c00	1920	56	60	1	4	10	15:15,10:10
4	6	4c00	1984	56	60	1	1	8	15:15,10:10
4	6	4d27	44885	24	36	6	5	600,1,17,11,538,16	1:1
4	6	4d27	238694	24	38	7	4	26,600,19,17,11,8,523	8:0
4	6	4d27	131223	24	42	8	5	600,17,25,19,19,26,522,19	8:0
4	6	4d27	1658	24	46	11	2	10,10,664,26,10,16,529,3,3,10,11	8:0
4	6	4d27	179753	24	46	10	3	10,600,26,11,531,2,2,19,25,24	8:0
4	6	4d27	118803	26	32	4	1	600,17,522,538	4:0
4	6	4d27	157875	26	36	4	15	600,529,25,522	4:4
4	6	4d27	26021	26	38	6	14	600,19,25,531,522,17	4:4
4	6	6000	32	28	30	1	0	8	13:13
4	6	6000	2096	28	30	1	0	1	14:14
4	6	6000	3440	28	30	1	0	1	14:14
4	6	6000	7072	28	30	1	0	1	14:14
4	6	6000	8240	28	30	1	0	8	13:13
4	6	6000	13744	28	30	1	0	1	14:14
4	6	6000	13936	28	30	1	0	1	14:14
4	6	6000	14800	28	30	1	0	1	14:14
4	6	60ad	239714	56	66	3	1	2,531,602	15:9,4:0
4	6	60ad	63586	56	68	3	15	2,531,602	15:7,4:4
4	6	60ad	8403	56	70	4	15	538,2,8,531	15:11,8:8
4	6	60ad	20725	56	70	6	11	531,24,2,19,523,16	15:15,8:8
4	6	60ad	147606	56	70	7	9	19,602,2,19,25,523,19	15:15,8:8
4	6	60ad	2294	56	72	7	9	11,24,17,25,26,537,592	15:11,1:1
4	6	60ad	31413	56	72	6	1	3,1,538,592,2,3	15:5,8:0
4	6	60ad	144261	56	72	6	4	24,600,2,2,19,531	15:5,8:0
4	6	6300	1233	26	30	2	0	529,10	12:8
4	6	6300	19233	26	30	2	0	529,10	12:8
4	6	6300	25057	26	30	2	0	17,529	10:8
4	6	6300	37953	26	30	2	0	529,10	12:8
4	6	6300	37969	26	30	2	2	16,529	10:10
4	6	6300	47553	26	30	2	0	529,17	10:8
4	6	6300	54497	26	30	2	2	16,529	10:10
4	6	6300	69329	26	30	2	2	16,529	10:10
4	6	6369	70999	30	44	8	13	2,3,602,529,592,602,17,600	2:0
4	6	6369	75290	30	48	11	3	600,25,2,529,537,2,17,600,531,2,11	8:0
4	6	6369	25611	30	50	12	5	538,26,595,11,3,3,17,537,3,529,8,531	8:0
4	6	6369	197629	30	52	14	1	3,11,600,3,665,664,1,523,538,3,26,25,1,10	4:0
4	6	6369	136527	30	56	16	1	11,537,2,11,10,8,595,10,25,17,8,538,665,16,24,522	2:0
4	6	6369	27258	32	50	11	15	1,595,8,538,8,25,17,595,602,523,665	2:2
4	6	6369	248271	32	56	16	12	10,522,665,1,17,11,26,538,16,1,17,531,17,600,24,665	8:8
4	6	6369	86602	34	46	11	8	592,538,529,8,523,538,17,592,17,26,595	1:0
4	6	7000	0	56	56	0	0		15:15,12:12
4	6	7000	1	56	60	0	1		15:14,12:12
4	6	7000	2	56	60	0	2		15:13,12:12
4	6	7000	32	56	60	1	0	8	15:14,12:12
4	6	7000	321	56	60	2	0	17,1	15:15,12:12
4	6	7000	384	56	60	1	2	1	15:15,12:12
4	6	7000	448	56	60	1	2	1	15:15,12:12
4	6	7000	1056	56	60	1	0	24	15:14,12:12
4	6	7c00	1552	56	62	1	1	17	15:13,10:10
